ID	__name__	probes_0	prediction_1	prediction_2	prediction_3	prediction_4	prediction_5	labels	R@1	R@5
124595	Their Own Desire	Their Own Desire is a movie, of the genre <mask>.	 horror	 romance	 thriller	 erotic	 genre	Drama|Romance	0.0	0.5
1246	Dead Poets Society	Dead Poets Society is a movie, of the genre <mask>.	 comedy	 variety	 above	 of	 classic	Drama	0.0	0.0
124605	Nell'anno del Signore	Nell'anno del Signore is a movie, of the genre <mask>.	 thriller	 horror	 romance	 comedy	 drama	Comedy|Drama	0.0	1.0
124607	One Night of Love	One Night of Love is a movie, of the genre <mask>.	 romance	 thriller	 Romance	 comedy	 horror	Romance	1.0	1.0
124609	Our Betters	Our Betters is a movie, of the genre <mask>.	 variety	 genre	 kind	 thriller	 sort	Comedy|Drama|Romance	0.0	0.0
124611	Great Day in the Morning	Great Day in the Morning is a movie, of the genre <mask>.	 of	 variety	 classic	 thriller	 above	Western	0.0	0.0
124655	The Scarlet Coat	The Scarlet Coat is a movie, of the genre <mask>.	 thriller	 horror	 drama	 fantasy	 romance	Adventure|Drama	0.0	0.5
124657	There's Always a Woman	There's Always a Woman is a movie, of the genre <mask>.	 variety	 kind	 genre	 sort	 type	Comedy|Mystery	0.0	0.0
1247	The Graduate	The Graduate is a movie, of the genre <mask>.	 variety	 classic	 kind	 type	 of	Comedy|Drama|Romance	0.0	0.0
124701	The Girl Who Had Everything	The Girl Who Had Everything is a movie, of the genre <mask>.	 variety	 kind	 genre	 type	 sort	Drama|Romance	0.0	0.0
124711	The Model and the Marriage Broker	The Model and the Marriage Broker is a movie, of the genre <mask>.	 romance	 comedy	 of	 thriller	 sitcom	Comedy	0.0	1.0
124733	The Day Mars Invaded Earth	The Day Mars Invaded Earth is a movie, of the genre <mask>.	 Alien	 Aliens	 Mars	 Space	 1979	(no genres listed)	0.0	0.0
124743	I Take This Woman	I Take This Woman is a movie, of the genre <mask>.	 variety	 thriller	 genre	 above	 kind	Drama	0.0	0.0
124755	Limbo	Limbo is a movie, of the genre <mask>.	 genre	 horror	 variety	 thriller	 thereof	Drama	0.0	0.0
124765	The Mysterious Island	The Mysterious Island is a movie, of the genre <mask>.	 thriller	 horror	 mystery	 Mystery	 of	(no genres listed)	0.0	0.0
124789	Song Without End	Song Without End is a movie, of the genre <mask>.	 horror	 thriller	 Horror	 of	 film	Drama|Romance	0.0	0.0
124801	Lydia	Lydia is a movie, of the genre <mask>.	 variety	 kind	 genre	 sort	 type	Drama|Romance	0.0	0.0
124809	The Man in the Net	The Man in the Net is a movie, of the genre <mask>.	 thriller	 horror	 genre	 of	 suspense	Drama|Mystery|Thriller	0.3333333333333333	0.3333333333333333
124833	Men of the Fighting Lady	Men of the Fighting Lady is a movie, of the genre <mask>.	 comedy	 thriller	 romance	 horror	 Comedy	(no genres listed)	0.0	0.0
124873	The Turning Point	The Turning Point is a movie, of the genre <mask>.	 thriller	 genre	 variety	 horror	 kind	Action|Drama	0.0	0.0
124879	The Glory Guys	The Glory Guys is a movie, of the genre <mask>.	 comedy	 thriller	 Comedy	 horror	 romance	Action|Drama|Romance|Western	0.0	0.25
124883	Riders to the Stars	Riders to the Stars is a movie, of the genre <mask>.	 genre	 variety	 classic	 above	 of	Drama|Sci-Fi	0.0	0.0
124897	Way Back Home	Way Back Home is a movie, of the genre <mask>.	 variety	 genre	 kind	 type	 above	Drama	0.0	0.0
1249	Nikita	Nikita is a movie, of the genre <mask>.	 thriller	 genre	 horror	 romance	 Akira	Action|Crime|Romance|Thriller	0.25	0.5
124905	Goodbye, My Fancy	Goodbye, My Fancy is a movie, of the genre <mask>.	 romance	 thriller	 comedy	 horror	 variety	Comedy|Romance	0.5	1.0
124915	The Hills Run Red	The Hills Run Red is a movie, of the genre <mask>.	 thriller	 comedy	 horror	 of	 Rush	Action|Western	0.0	0.0
124925	Swing High, Swing Low	Swing High, Swing Low is a movie, of the genre <mask>.	 comedy	 Swing	 romance	 Comedy	 musical	Drama|Romance	0.0	0.5
124945	Stage Struck	Stage Struck is a movie, of the genre <mask>.	 thriller	 comedy	 horror	 romance	 of	Drama|Romance	0.0	0.5
124953	Gun Glory	Gun Glory is a movie, of the genre <mask>.	 genre	 thriller	 horror	 of	 Shooter	Western	0.0	0.0
124989	Never Let Me Go	Never Let Me Go is a movie, of the genre <mask>.	 variety	 genre	 kind	 thriller	 sort	Drama|Romance	0.0	0.0
124997	King Richard and the Crusaders	King Richard and the Crusaders is a movie, of the genre <mask>.	 fantasy	 medieval	 of	 epic	 drama	Adventure|Drama	0.0	0.5
125	Flirting with Disaster	Flirting with Disaster is a movie, of the genre <mask>.	 variety	 genre	 kind	 type	 sort	Comedy	0.0	0.0
1250	The Bridge on the River Kwai	The Bridge on the River Kwai is a movie, of the genre <mask>.	 thriller	 WWII	 of	 drama	 romance	Adventure|Drama|War	0.0	0.3333333333333333
125003	The White Tower	The White Tower is a movie, of the genre <mask>.	 thriller	 horror	 fantasy	 of	 Horror	Adventure	0.0	0.0
125035	Taza, Son of Cochise	Taza, Son of Cochise is a movie, of the genre <mask>.	 thriller	 genre	 comedy	 horror	 B	Action|Drama|Western	0.0	0.0
125039	Vigil in the Night	Vigil in the Night is a movie, of the genre <mask>.	 horror	 thriller	 Horror	 genre	 Gothic	Drama	0.0	0.0
125053	The Iron Mistress	The Iron Mistress is a movie, of the genre <mask>.	 thriller	 horror	 romance	 fantasy	 of	Action|Drama	0.0	0.0
125057	The Little Minister	The Little Minister is a movie, of the genre <mask>.	 horror	 thriller	 genre	 comedy	 of	Drama|Romance	0.0	0.0
125065	The Fuller Brush Girl	The Fuller Brush Girl is a movie, of the genre <mask>.	 comedy	 romance	 horror	 thriller	 of	Comedy	1.0	1.0
125095	Topaze	Topaze is a movie, of the genre <mask>.	 thriller	 horror	 comedy	 suspense	 Horror	Comedy|Drama	0.0	0.5
1251	8½	8½ is a movie, of the genre <mask>.	 variety	 genre	 kind	 above	 movies	Drama|Fantasy	0.0	0.0
125109	Torrent	Torrent is a movie, of the genre <mask>.	 horror	 thriller	 Horror	 of	 genre	Drama|Romance	0.0	0.0
125113	Scene of the Crime	Scene of the Crime is a movie, of the genre <mask>.	 thriller	 horror	 crime	 Crime	 suspense	Crime	0.0	1.0
125143	The Cossacks	The Cossacks is a movie, of the genre <mask>.	 thriller	 comedy	 horror	 drama	 Western	Action|Drama|Romance|War	0.0	0.25
125157	The Spanish Gardener	The Spanish Gardener is a movie, of the genre <mask>.	 comedy	 thriller	 horror	 romance	 documentary	Drama	0.0	0.0
125175	Rio Rita	Rio Rita is a movie, of the genre <mask>.	 thriller	 romance	 horror	 comedy	 drama	Romance|Western	0.0	0.5
125177	Small Town Girl	Small Town Girl is a movie, of the genre <mask>.	 variety	 genre	 thriller	 of	 romance	Comedy|Romance	0.0	0.5
125189	I Died a Thousand Times	I Died a Thousand Times is a movie, of the genre <mask>.	 variety	 horror	 genre	 thriller	 classic	Crime|Drama|Thriller	0.0	0.3333333333333333
1252	Chinatown	Chinatown is a movie, of the genre <mask>.	 variety	 genre	 kind	 type	 classic	Crime|Film-Noir|Mystery|Thriller	0.0	0.0
125207	The Prisoner	The Prisoner is a movie, of the genre <mask>.	 thriller	 horror	 suspense	 of	 film	Drama	0.0	0.0
125219	The Ride Back	The Ride Back is a movie, of the genre <mask>.	 comedy	 thriller	 of	 B	 genre	Western	0.0	0.0
125223	I Married a Communist	I Married a Communist is a movie, of the genre <mask>.	 comedy	 thriller	 satire	 Comedy	 documentary	Drama|Thriller	0.0	0.5
125241	The Next Voice You Hear...	The Next Voice You Hear... is a movie, of the genre <mask>.	 thriller	 horror	 comedy	 genre	 Horror	Drama	0.0	0.0
125267	The Bride Wore Red	The Bride Wore Red is a movie, of the genre <mask>.	 romance	 Cinderella	 horror	 of	 Bride	Comedy|Drama|Romance	0.3333333333333333	0.3333333333333333
125271	The Roots of Heaven	The Roots of Heaven is a movie, of the genre <mask>.	 horror	 thriller	 Christianity	 comedy	 of	Adventure|Drama	0.0	0.0
125279	The Student Prince	The Student Prince is a movie, of the genre <mask>.	 comedy	 romance	 drama	 thriller	 Drama	(no genres listed)	0.0	0.0
125281	Vicki	Vicki is a movie, of the genre <mask>.	 variety	 kind	 genre	 type	 sort	Crime|Drama|Mystery|Romance|Thriller	0.0	0.0
125299	Marriage on the Rocks	Marriage on the Rocks is a movie, of the genre <mask>.	 variety	 romance	 above	 comedy	 genre	Comedy|Romance	0.0	1.0
1253	The Day the Earth Stood Still	The Day the Earth Stood Still is a movie, of the genre <mask>.	 variety	 kind	 genre	 sort	 type	Drama|Sci-Fi|Thriller	0.0	0.0
125301	The Little Hut	The Little Hut is a movie, of the genre <mask>.	 horror	 comedy	 thriller	 of	 Horror	Comedy|Romance	0.0	0.5
125313	Superstar	Superstar is a movie, of the genre <mask>.	 genre	 variety	 thriller	 blockbuster	 kind	Comedy	0.0	0.0
125315	The Conspirators	The Conspirators is a movie, of the genre <mask>.	 thriller	 suspense	 horror	 mystery	 of	Drama|Thriller	0.5	0.5
125377	The Sheriff of Fractured Jaw	The Sheriff of Fractured Jaw is a movie, of the genre <mask>.	 horror	 thriller	 genre	 Horror	 of	(no genres listed)	0.0	0.0
125395	Lullaby of Broadway	Lullaby of Broadway is a movie, of the genre <mask>.	 variety	 musical	 above	 Broadway	 comedy	Romance	0.0	0.0
125399	The Story of Alexander Graham Bell	The Story of Alexander Graham Bell is a movie, of the genre <mask>.	 documentary	 thriller	 of	 documentaries	 classic	Drama	0.0	0.0
1254	The Treasure of the Sierra Madre	The Treasure of the Sierra Madre is a movie, of the genre <mask>.	 thriller	 fantasy	 adventure	 horror	 Adventure	Action|Adventure|Drama|Western	0.0	0.25
125417	Stars and Stripes Forever	Stars and Stripes Forever is a movie, of the genre <mask>.	 variety	 above	 genre	 below	 kind	Drama	0.0	0.0
125423	Gunslinger's Revenge	Gunslinger's Revenge is a movie, of the genre <mask>.	 variety	 genre	 kind	 type	 sort	(no genres listed)	0.0	0.0
125433	Lionheart	Lionheart is a movie, of the genre <mask>.	 variety	 classic	 romance	 genre	 above	Adventure|Drama	0.0	0.0
125437	Rhapsody	Rhapsody is a movie, of the genre <mask>.	 variety	 kind	 type	 sort	 genre	Drama|Romance	0.0	0.0
125443	Parrish	Parrish is a movie, of the genre <mask>.	 thriller	 horror	 comedy	 of	 Horror	Drama|Romance	0.0	0.0
125485	We Were Strangers	We Were Strangers is a movie, of the genre <mask>.	 variety	 genre	 horror	 thriller	 kind	Action|Drama|Romance	0.0	0.0
125489	The River Rat	The River Rat is a movie, of the genre <mask>.	 thriller	 horror	 of	 variety	 B	Adventure|Children|Crime|Drama	0.0	0.0
125515	The Adventures of Marco Polo	The Adventures of Marco Polo is a movie, of the genre <mask>.	 adventure	 Adventure	 Western	 comedy	 of	Adventure|Romance	0.5	0.5
125517	The D.I.	The D.I. is a movie, of the genre <mask>.	 thriller	 comedy	 horror	 drama	 Drama	Drama	0.0	1.0
125523	Time Limit	Time Limit is a movie, of the genre <mask>.	 thriller	 horror	 comedy	 Horror	 romance	Drama|Mystery|War	0.0	0.0
125533	Almost 18	Almost 18 is a movie, of the genre <mask>.	 thriller	 horror	 romance	 of	 B	Comedy|Drama	0.0	0.0
125549	A Reason to Live, a Reason to Die	A Reason to Live, a Reason to Die is a movie, of the genre <mask>.	 thriller	 variety	 of	 genre	 comedy	Western	0.0	0.0
125589	David and Goliath	David and Goliath is a movie, of the genre <mask>.	 David	 variety	 classic	 genre	 of	Action|Drama	0.0	0.0
1256	Duck Soup	Duck Soup is a movie, of the genre <mask>.	 variety	 above	 thereof	 genre	 below	Comedy|Musical|War	0.0	0.0
1257	Better Off Dead	Better Off Dead is a movie, of the genre <mask>.	 variety	 genre	 kind	 type	 sort	Comedy|Romance	0.0	0.0
1258	The Shining	The Shining is a movie, of the genre <mask>.	 variety	 horror	 classic	 genre	 kind	Horror	0.0	1.0
125836	Those Calloways	Those Calloways is a movie, of the genre <mask>.	 variety	 kind	 type	 sort	 genre	Children|Drama	0.0	0.0
125840	The Deserter	The Deserter is a movie, of the genre <mask>.	 thriller	 horror	 suspense	 of	 romance	(no genres listed)	0.0	0.0
125884	The Case of the Curious Bride	The Case of the Curious Bride is a movie, of the genre <mask>.	 thriller	 horror	 mystery	 Mystery	 comedy	Comedy|Crime|Drama|Mystery	0.0	0.5
1259	Stand by Me	Stand by Me is a movie, of the genre <mask>.	 thriller	 romance	 of	 horror	 drama	Adventure|Drama	0.0	0.5
125916	Fifty Shades of Grey	Fifty Shades of Grey is a movie, of the genre <mask>.	 variety	 kind	 genre	 type	 sort	Drama|Romance	0.0	0.0
1260	M	M is a movie, of the genre <mask>.	 M	 thriller	 m	 horror	 of	Crime|Film-Noir|Thriller	0.0	0.3333333333333333
1262	The Great Escape	The Great Escape is a movie, of the genre <mask>.	 thriller	 Escape	 horror	 variety	 genre	Action|Adventure|Drama|War	0.0	0.0
1263	The Deer Hunter	The Deer Hunter is a movie, of the genre <mask>.	 thriller	 horror	 genre	 of	 B	Drama|War	0.0	0.0
126309	Vessel of Wrath	Vessel of Wrath is a movie, of the genre <mask>.	 horror	 fantasy	 of	 genre	 thriller	Drama	0.0	0.0
126322	Idiot's Delight	Idiot's Delight is a movie, of the genre <mask>.	 variety	 kind	 sort	 genre	 type	Comedy|Drama|Musical|Romance	0.0	0.0
126399	Big Sur	Big Sur is a movie, of the genre <mask>.	 variety	 kind	 genre	 sort	 type	Drama	0.0	0.0
1264	Diva	Diva is a movie, of the genre <mask>.	 variety	 genre	 kind	 of	 classic	Action|Drama|Mystery|Romance|Thriller	0.0	0.0
1265	Groundhog Day	Groundhog Day is a movie, of the genre <mask>.	 variety	 kind	 type	 genre	 sort	Comedy|Fantasy|Romance	0.0	0.0
126558	The Girl with the Pistol	The Girl with the Pistol is a movie, of the genre <mask>.	 thriller	 horror	 romance	 of	 B	Comedy	0.0	0.0
126584	Beyond Outrage	Beyond Outrage is a movie, of the genre <mask>.	 variety	 kind	 sort	 type	 genre	Action	0.0	0.0
126591	The Humanoid	The Humanoid is a movie, of the genre <mask>.	 horror	 thriller	 Alien	 Horror	 Aliens	Fantasy|Sci-Fi	0.0	0.0
126597	The Little Drummer Girl	The Little Drummer Girl is a movie, of the genre <mask>.	 musical	 romance	 fantasy	 of	 Cinderella	Thriller	0.0	0.0
1266	Unforgiven	Unforgiven is a movie, of the genre <mask>.	 variety	 genre	 kind	 thriller	 type	Drama|Western	0.0	0.0
1267	The Manchurian Candidate	The Manchurian Candidate is a movie, of the genre <mask>.	 thriller	 comedy	 satire	 of	 2000	Crime|Thriller|War	0.3333333333333333	0.3333333333333333
126723	Kenny Begins	Kenny Begins is a movie, of the genre <mask>.	 comedy	 thriller	 genre	 of	 variety	Action|Comedy|Sci-Fi	0.3333333333333333	0.3333333333333333
126761	Matalo!	Matalo! is a movie, of the genre <mask>.	 comedy	 Comedy	 thriller	 horror	 of	Western	0.0	0.0
126767	The Case of the Bloody Iris	The Case of the Bloody Iris is a movie, of the genre <mask>.	 thriller	 horror	 mystery	 Horror	 B	Thriller	1.0	1.0
126775	The Blue Room	The Blue Room is a movie, of the genre <mask>.	 thriller	 horror	 B	 genre	 of	Crime	0.0	0.0
126811	Bank Shot	Bank Shot is a movie, of the genre <mask>.	 thriller	 comedy	 B	 horror	 of	Comedy|Crime	0.0	0.5
1269	Arsenic and Old Lace	Arsenic and Old Lace is a movie, of the genre <mask>.	 variety	 classic	 genre	 above	 kind	Comedy|Mystery|Thriller	0.0	0.0
1270	Back to the Future	Back to the Future is a movie, of the genre <mask>.	 classic	 variety	 of	 above	 itself	Adventure|Comedy|Sci-Fi	0.0	0.0
127042	Fantômas se déchaîne	Fantômas se déchaîne is a movie, of the genre <mask>.	 horror	 thriller	 fantasy	 comedy	 Horror	Adventure|Comedy|Crime|Fantasy	0.0	0.5
127070	The Vengeance of Fu Manchu	The Vengeance of Fu Manchu is a movie, of the genre <mask>.	 horror	 thriller	 genre	 samurai	 comedy	Action|Crime|Drama|Horror	0.25	0.25
1271	Fried Green Tomatoes	Fried Green Tomatoes is a movie, of the genre <mask>.	 variety	 kind	 sort	 type	 genre	Comedy|Crime|Drama	0.0	0.0
127108	Brooklyn	Brooklyn is a movie, of the genre <mask>.	 variety	 kind	 type	 sort	 genre	Drama|Romance	0.0	0.0
127110	Digging for Fire	Digging for Fire is a movie, of the genre <mask>.	 variety	 kind	 genre	 type	 above	Drama	0.0	0.0
127118	I Am Michael	I Am Michael is a movie, of the genre <mask>.	 thriller	 horror	 of	 genre	 variety	Drama	0.0	0.0
127130	Mistress America	Mistress America is a movie, of the genre <mask>.	 thriller	 horror	 romance	 genre	 of	Comedy	0.0	0.0
127134	A Walk in the Woods	A Walk in the Woods is a movie, of the genre <mask>.	 horror	 thriller	 Horror	 genre	 of	Adventure|Comedy|Drama	0.0	0.0
127184	Eden	Eden is a movie, of the genre <mask>.	 Prometheus	 variety	 Alien	 kind	 genre	Drama	0.0	0.0
127186	Girlhood	Girlhood is a movie, of the genre <mask>.	 variety	 kind	 genre	 sort	 above	Drama	0.0	0.0
1272	Patton	Patton is a movie, of the genre <mask>.	 variety	 kind	 type	 sort	 genre	Drama|War	0.0	0.0
127220	L'Étudiante	L'Étudiante is a movie, of the genre <mask>.	 comedy	 thriller	 drama	 Drama	 Comedy	Comedy|Romance	0.5	0.5
127234	Actriz	Actriz is a movie, of the genre <mask>.	 thriller	 horror	 comedy	 romance	 drama	Comedy|Drama	0.0	1.0
127254	Inbetween Worlds	Inbetween Worlds is a movie, of the genre <mask>.	 thriller	 horror	 fantasy	 comedy	 of	Drama	0.0	0.0
127305	Miss Julie	Miss Julie is a movie, of the genre <mask>.	 variety	 kind	 genre	 sort	 type	Drama	0.0	0.0
127319	The Loft	The Loft is a movie, of the genre <mask>.	 thriller	 variety	 horror	 genre	 of	Thriller	1.0	1.0
127331	The Well	The Well is a movie, of the genre <mask>.	 horror	 thriller	 genre	 variety	 of	Drama|Film-Noir|Thriller	0.0	0.3333333333333333
127337	The Caper of the Golden Bulls	The Caper of the Golden Bulls is a movie, of the genre <mask>.	 comedy	 of	 classic	 thriller	 B	Action|Comedy	0.5	0.5
1275	Highlander	Highlander is a movie, of the genre <mask>.	 Highlander	 genre	 variety	 type	 above	Action|Adventure|Fantasy	0.0	0.0
127565	Lost River	Lost River is a movie, of the genre <mask>.	 thriller	 horror	 of	 romance	 genre	Fantasy|Thriller	0.5	0.5
1276	Cool Hand Luke	Cool Hand Luke is a movie, of the genre <mask>.	 genre	 variety	 of	 thereof	 movies	Drama	0.0	0.0
127652	We Are Young. We Are Strong.	We Are Young. We Are Strong. is a movie, of the genre <mask>.	 of	</s>	 comedy	 trilogy	 thriller	Drama	0.0	0.0
127671	Tempest	Tempest is a movie, of the genre <mask>.	 horror	 thriller	 genre	 of	 Horror	Adventure	0.0	0.0
127673	Sweet Delusions	Sweet Delusions is a movie, of the genre <mask>.	 romance	 comedy	 thriller	 horror	 of	Drama|Romance	0.5	0.5
127679	Fräulein Doktor	Fräulein Doktor is a movie, of the genre <mask>.	 thriller	 comedy	 horror	 drama	 documentary	Drama|Romance|War	0.0	0.3333333333333333
127690	The Bronte Sisters	The Bronte Sisters is a movie, of the genre <mask>.	 romance	 thriller	 drama	 comedy	 horror	Drama	0.0	1.0
1277	Cyrano de Bergerac	Cyrano de Bergerac is a movie, of the genre <mask>.	 thriller	 classic	 horror	 of	 romance	Comedy|Drama|Romance	0.0	0.3333333333333333
1278	Young Frankenstein	Young Frankenstein is a movie, of the genre <mask>.	 variety	 kind	 type	 genre	 sort	Comedy|Fantasy	0.0	0.0
127835	The Midnight Man	The Midnight Man is a movie, of the genre <mask>.	 thriller	 horror	 Horror	 of	 comedy	Mystery	0.0	0.0
1279	Night on Earth	Night on Earth is a movie, of the genre <mask>.	 horror	 genre	 thriller	 variety	 above	Comedy|Drama	0.0	0.0
128011	Symphony of Six Million	Symphony of Six Million is a movie, of the genre <mask>.	 horror	 thriller	 romance	 of	 genre	Drama	0.0	0.0
128013	The Affairs of Cellini	The Affairs of Cellini is a movie, of the genre <mask>.	 thriller	 horror	 drama	 comedy	 B	Comedy|Drama	0.0	1.0
128015	Private Worlds	Private Worlds is a movie, of the genre <mask>.	 thriller	 horror	 fantasy	 of	 romance	(no genres listed)	0.0	0.0
128053	Seven Cities of Gold	Seven Cities of Gold is a movie, of the genre <mask>.	 thriller	 Western	 fantasy	 romance	 comedy	Adventure	0.0	0.0
128057	The Proud Ones	The Proud Ones is a movie, of the genre <mask>.	 thriller	 comedy	 horror	 film	 of	Action|Western	0.0	0.0
128085	Could of Dust... Cry of Death... Sartana Is Coming	Could of Dust... Cry of Death... Sartana Is Coming is a movie, of the genre <mask>.	 horror	 genre	 thriller	 Horror	 of	Western	0.0	0.0
128105	The Killer Must Kill Again	The Killer Must Kill Again is a movie, of the genre <mask>.	 thriller	 horror	 genre	 B	 Horror	Horror|Thriller	0.5	1.0
128129	The Dead Are Alive	The Dead Are Alive is a movie, of the genre <mask>.	 horror	 zombie	 thriller	 Horror	 Zombie	Horror|Mystery|Thriller	0.3333333333333333	0.6666666666666666
128151	The Little Devil	The Little Devil is a movie, of the genre <mask>.	 horror	 genre	 thriller	 of	 Horror	Comedy|Fantasy|Romance	0.0	0.0
1282	Fantasia	Fantasia is a movie, of the genre <mask>.	 fantasy	 Fantasy	 Disney	 genre	 of	Animation|Children|Fantasy|Musical	0.25	0.25
128247	The Corsican Brothers	The Corsican Brothers is a movie, of the genre <mask>.	 thriller	 B	 comedy	 genre	 romance	Adventure	0.0	0.0
128287	Le Rouge et le Noir	Le Rouge et le Noir is a movie, of the genre <mask>.	 thriller	 comedy	 Noir	 horror	 romance	Drama	0.0	0.0
1283	High Noon	High Noon is a movie, of the genre <mask>.	 variety	 genre	 classic	 type	 kind	Drama|Western	0.0	0.0
128360	The Hateful Eight	The Hateful Eight is a movie, of the genre <mask>.	 variety	 kind	 type	 sort	 genre	Western	0.0	0.0
128393	Highway Racer	Highway Racer is a movie, of the genre <mask>.	 Cars	 genre	 racing	 NASCAR	 of	(no genres listed)	0.0	0.0
128403	Speed Cross	Speed Cross is a movie, of the genre <mask>.	 thriller	 horror	 of	 genre	 comedy	Action	0.0	0.0
128429	What Have You Done to Solange?	What Have You Done to Solange? is a movie, of the genre <mask>.	 genre	 horror	 comedy	 thriller	 variety	Crime	0.0	0.0
128441	Sea Fog	Sea Fog is a movie, of the genre <mask>.	 thriller	 horror	 of	 fantasy	 documentary	Drama	0.0	0.0
1285	Heathers	Heathers is a movie, of the genre <mask>.	 thriller	 horror	 romance	 of	 comedy	Comedy	0.0	1.0
128500	La tigre è ancora viva: Sandokan alla riscossa!	La tigre è ancora viva: Sandokan alla riscossa! is a movie, of the genre <mask>.	 variety	 genre	 type	 classic	 kind	(no genres listed)	0.0	0.0
128516	Cuore Sacro	Cuore Sacro is a movie, of the genre <mask>.	 horror	 thriller	 comedy	 Horror	 drama	(no genres listed)	0.0	0.0
128520	The Wedding Ringer	The Wedding Ringer is a movie, of the genre <mask>.	 comedy	 romance	 of	 thriller	 Wedding	Comedy	1.0	1.0
128576	High Rise Life - The Movie	High Rise Life - The Movie is a movie, of the genre <mask>.	 thriller	 comedy	 of	 horror	 Comedy	Comedy	0.0	1.0
128590	Lilla Jönssonligan på styva linan	Lilla Jönssonligan på styva linan is a movie, of the genre <mask>.	 comedy	 thriller	 horror	 romance	 fantasy	(no genres listed)	0.0	0.0
128592	The Boy Next Door	The Boy Next Door is a movie, of the genre <mask>.	 variety	 thriller	 genre	 B	 of	Mystery|Thriller	0.0	0.5
1286	Somewhere in Time	Somewhere in Time is a movie, of the genre <mask>.	 variety	 genre	 kind	 sort	 type	Drama|Romance	0.0	0.0
128608	Diary of a Chambermaid	Diary of a Chambermaid is a movie, of the genre <mask>.	 horror	 thriller	 comedy	 Horror	 romance	Drama	0.0	0.0
128642	Everybody Wins	Everybody Wins is a movie, of the genre <mask>.	 variety	 kind	 genre	 sort	 type	Drama|Mystery|Thriller	0.0	0.0
128677	Zeder	Zeder is a movie, of the genre <mask>.	 variety	 genre	 kind	 type	 sort	Horror	0.0	0.0
128688	Three in Love	Three in Love is a movie, of the genre <mask>.	 variety	 kind	 genre	 above	 sort	Drama|Romance	0.0	0.0
1287	Ben-Hur	Ben-Hur is a movie, of the genre <mask>.	 variety	 kind	 type	 genre	 sort	Action|Adventure|Drama	0.0	0.0
128766	Plot	Plot is a movie, of the genre <mask>.	 variety	 genre	 thriller	 film	 thereof	(no genres listed)	0.0	0.0
128782	The Thirteen Chairs	The Thirteen Chairs is a movie, of the genre <mask>.	 thriller	 comedy	 drama	 horror	 of	Comedy	0.0	1.0
128794	This Angry Age	This Angry Age is a movie, of the genre <mask>.	 horror	 thriller	 comedy	 of	 B	(no genres listed)	0.0	0.0
128798	The Glass Castle	The Glass Castle is a movie, of the genre <mask>.	 horror	 thriller	 fantasy	 Horror	 Gothic	Comedy|Drama	0.0	0.0
1288	This Is Spinal Tap	This Is Spinal Tap is a movie, of the genre <mask>.	 variety	 above	 comedy	 thereof	 below	Comedy	0.0	1.0
128800	The Walls of Malapaga	The Walls of Malapaga is a movie, of the genre <mask>.	 thriller	 horror	 comedy	 drama	 of	(no genres listed)	0.0	0.0
128838	Crimson Peak	Crimson Peak is a movie, of the genre <mask>.	 thriller	 horror	 suspense	 of	 genre	Horror	0.0	1.0
1289	Koyaanisqatsi	Koyaanisqatsi is a movie, of the genre <mask>.	 thriller	 horror	 genre	 film	 comedy	Documentary	0.0	0.0
1290	Some Kind of Wonderful	Some Kind of Wonderful is a movie, of the genre <mask>.	 comedy	 romance	 thriller	 of	 Christmas	Drama|Romance	0.0	0.5
1291	Indiana Jones and the Last Crusade	Indiana Jones and the Last Crusade is a movie, of the genre <mask>.	 variety	 genre	 kind	 type	 sort	Action|Adventure	0.0	0.0
129191	The Clowns	The Clowns is a movie, of the genre <mask>.	 comedy	 horror	 clown	 of	 Halloween	Comedy|Drama|Fantasy|Sci-Fi	0.25	0.25
129207	De Sade	De Sade is a movie, of the genre <mask>.	 thriller	 horror	 of	 drama	 film	Drama|Thriller	0.5	1.0
129223	Tarzan's Savage Fury	Tarzan's Savage Fury is a movie, of the genre <mask>.	 variety	 kind	 type	 genre	 sort	Action|Adventure	0.0	0.0
129268	Fort Saganne	Fort Saganne is a movie, of the genre <mask>.	 thriller	 horror	 war	 of	 War	Drama|War	0.0	0.5
129299	Effie	Effie is a movie, of the genre <mask>.	 variety	 genre	 of	 horror	 thereof	Drama	0.0	0.0
1293	Gandhi	Gandhi is a movie, of the genre <mask>.	 Gandhi	 thriller	 Hindi	 of	 film	Drama	0.0	0.0
129370	The SpongeBob Movie: Sponge Out of Water	The SpongeBob Movie: Sponge Out of Water is a movie, of the genre <mask>.	 variety	 kind	 genre	 sort	 thereof	Adventure|Animation|Children|Comedy	0.0	0.0
129413	In the Name of the Law	In the Name of the Law is a movie, of the genre <mask>.	 thriller	 drama	 comedy	 Drama	 crime	Drama	0.0	1.0
129419	Un maledetto imbroglio	Un maledetto imbroglio is a movie, of the genre <mask>.	 thriller	 horror	 comedy	 B	 drama	Crime|Drama	0.0	0.5
129428	The Second Best Exotic Marigold Hotel	The Second Best Exotic Marigold Hotel is a movie, of the genre <mask>.	 variety	 genre	 kind	 type	 above	Comedy|Drama	0.0	0.0
1295	The Unbearable Lightness of Being	The Unbearable Lightness of Being is a movie, of the genre <mask>.	 horror	 thriller	 comedy	 Horror	 documentary	Drama	0.0	0.0
129555	So Ends Our Night	So Ends Our Night is a movie, of the genre <mask>.	 variety	 genre	 kind	 thriller	 above	Drama|War	0.0	0.0
